"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bermuda","BMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1236024650.86844","1293870604.52905","1351706620.55154","1366169881.39142","1517951355.21397","1590205839.72223","1818617223.97319","2060039383.27642","2103408633.45069","2175690717.0744","2313026675.95958","2392536967.94565","2435906218.11992","2472047259.93172","2493731885.01891","2587698593.72971","2819001261.32568","2985250053.66029","3028619303.83456","3093673179.09591","3339432263.4166","3418942555.40268","3238237346.34334","3303291221.60469","3319193280.00197","3252693763.06806","3469540013.93931","3599647764.46201","3745657573.382","3762282452.61539","3763005273.45173","3630006239.58401","3627837777.07534","3736983723.34719","3759391169.27049","3924772345.29896","4026835109.98094","4212069525.04015","4376340236.51672","4524376453.24803","4945919646.2653","5303135527.75517","5224766301.37623","5402967729.76868","5528385008.41416","5620941625.4668","5932559093.07918","6101393205.83452","6194616021.02816","5867281536.74729","5744414000","5552579615.57093","5284137923.53055","5151445059.9242","","","","","","",
"Bolivia","BOL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3676733642.10252","3753551488.66047","3962959042.97599","4232346168.42418","4399803030.18928","4615984798.22048","4946978126.99362","5259489594.76929","5708094766.25371","5963480481.85532","6275431893.23715","6593178122.71294","7118488614.69433","7527030174.28887","7748292330.78603","8314771356.62179","8698462092.14427","9130881401.37437","9318310508.23123","9330735920.26726","9202739205.92012","9228103797.76153","8864632688.12718","8506313732.94432","8489243603.23777","8346931014.88803","8132091480.78708","8332423696.09193","8574855959.99054","8899854152.23731","9312432337.00174","9802874144.35443","9964278166.45114","10389682466.0544","10874597044.0412","11383340336.3661","11879806859.9085","12468357290.0133","13095434908.7955","13151337955.4457","13481148202.0608","13708143902.0779","14048868708.0998","14429781404.2691","15031978651.7184","15696607781.9891","16449575496.8069","17200397083.6177","18257963015.8351","18870883064.1337","19649631450.6819","20672217124.522","21731104864.155","23207953294.4786","24475239169.1195","25664047552.5822","26758342484.7395","27880910346.8608","29058494824.5645","29702636542.9099",
"Brazil","BRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","246661854226.253","272008608204.741","286196738836.702","288700023271.673","298762900195.275","307885589183.513","320663950240.226","336425435318.519","374869719821.502","411366386806.025","447443002845.25","497982078591.116","558002873764.336","636004374891.996","693512655666.751","729638256284.47","801072834269.764","837972796917.598","865053643933.736","923585638585.237","1007733158115.63","963459840853.251","969050273738.546","936007660747.578","985327244285.169","1063619984888.47","1148585088075.65","1189929895357.39","1188708161986.97","1227691357100.6","1189604001251.3","1207590067132.79","1201951669565.71","1258024746134.61","1325134726637.11","1383662367610.28","1414207205945.88","1462217362494.31","1467161088733.51","1474026486641.66","1538706023647.11","1560092443326.51","1607729271032.29","1626070712767.17","1719731810823.1","1774799882787.63","1845117253979.08","1957113483856.3","2056812669849.93","2054224952705.78","2208871646202.82","2296661602091.86","2340783923772.17","2411120883015.01","2423271865109.14","2337348378410.64","2260778787687.59","2290685930650.3","2320859395463.85","2347237948499.32",
"Barbados","BRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","2730324074.84173","2678447917.41974","2795233898.26917","2897042068.54516","3038329052.16921","3278144611.44197","3421500000","3356500000","3192000000","3208000000","3323500000","3360000000","3531500000","3623000000","3750000000","3885000000","3756500000","3610000000","3404500000","3431500000","3500500000","3571000000","3713000000","3889000000","4034000000","4047500000","4227500000","4127500000","4160000000","4250500000","4310500000","4481000000","4745500000","4850000000","4884000000","4636000000","4530000000","4499500000","4479000000","4416000000","4410500000","4518500000","4630500000","4652500000","4625500000","4621053250",
"Brunei Darussalam","BRN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","7076283755.04218","7101437330.39971","8532760029.33627","9464255592.2259","10105537880.4547","12385592665.9333","11519009534.2868","9235168243.49102","9600571983.86506","9648715584.89183","9706595966.2633","9561894976.16429","9302244591.12579","9489138760.54273","9593269453.61204","9490220608.72755","9593609020.9021","9895418335.16685","10366299816.6483","10397872753.9421","10724927172.7173","11205265273.194","11527788412.1746","11358194866.1533","11294758342.5009","11639492115.8783","11971150348.3682","12299643564.3564","12775897689.769","13146904070.407","13213206307.2974","13264408434.1768","13847739933.9934","13869146021.2688","13600124165.7499","13360145141.1808","13707370737.0737","14220755408.8742","14350568390.1724","14045471213.788","13693161276.7207","13639431572.8948","13301457645.7646","13478181151.4485","13485221855.5189","14006979896.272",
"Bhutan","BTN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","158707544.124379","180780159.320315","186951888.158043","208097480.831911","217424628.694063","226582064.928241","253161447.687115","325809328.508678","342058383.586692","367482305.466801","407451278.421727","405789382.515767","424459309.421621","432890629.22093","454325223.00817","486464722.699575","513537325.975103","541133993.685776","573136823.001262","618895909.195995","661804110.259602","717057834.190665","795878852.307599","858142861.354838","909706453.911424","975999031.580887","1044316407.60137","1236061819.07918","1295386119.2204","1382803097.87711","1547991317.81183","1671561536.53383","1757118756.56187","1794369193.32997","1898020852.26839","2024091802.68411","2188590422.33604","2290400030.50247","2359745114.45977","",
"Botswana","BWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","205010514.046991","218014912.606046","232549242.614046","246318588.140598","263147815.322015","278447111.054487","296111848.944554","313655172.933376","346799292.275962","399247152.769046","467599333.990521","588338659.37597","743436149.331587","901811720.835965","981151269.275468","1064021762.04802","1177312167.33862","1318731376.88286","1507742528.60751","1690911970.42458","1893599920.75956","2065252054.53488","2316500951.15227","2621045054.62282","2845023409.90628","3047739045.53683","3296828451.58564","3688555238.94084","4405978108.23722","4981372672.72979","5318752174.48613","5715462427.58618","5882186484.96478","5994895480.29139","6212385253.8594","6649141424.18378","7036773076.14529","7622647125.23515","7656466026.76487","8396635029.8643","8563534596.26097","8584992576.02696","9106061350.41439","9527298168.17184","9785089872.92033","10230961745.6804","11086666195.2035","12004283368.7509","12754003367.4123","11778027466.4962","12786654365.8738","13560031674.6853","14164289360.2583","15771004794.7832","16425389502.779","16146492036.747","16841394662.4941","17330469832.8912","18106670985.5802","18643739459.9155",
"Central African Republic","CAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","900551159.418098","945160445.578136","910059075.210245","903624859.696806","922423189.939449","931163875.724236","937167868.803642","980995584.208519","994769872.471501","1065314401.02988","1090166916.96923","1102488009.45503","1102478448.9565","1123303604.88837","1194510197.97023","1199347810.22848","1264502607.73826","1312632547.48348","1328505365.17469","1295755877.44619","1237723651.34429","1218607434.52539","1312632547.48348","1205961285.08943","1320307237.68171","1372158601.48132","1421254151.57848","1351058581.2166","1374163916.04885","1401334852.88272","1371240793.62205","1363664098.53379","1276061250.46597","1280339573.55997","1343075564.94064","1439777617.48827","1382185174.31894","1455440104.21173","1523847861.34774","1578706001.93632","1539405182.58733","1608135606.54887","1666294509.25634","1576356509.42157","1670857257.18173","1686032158.47995","1766474193.14574","1847865107.29104","1885822676.59599","2047763181.01558","2142591375.85053","2232464842.32019","2345288285.52092","1491791509.76296","1493000912.82752","1557754169.39887","1631752428.05269","1705626400.22556","1770260150.56524","1822841756.71548",
"Canada","CAN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","487115910838.948","506455633985.51","534359737532.381","570887191924.266","589614135846.828","598229794905.55","633397511799.942","655174677611.182","679308094954.153","704518362876.809","719704519596.735","744707963793.873","720972169222.466","739727102714.557","783433560804.749","820547941486.119","838148465511.846","872285909921.187","910754686595.648","931856684221.914","933391196252.245","913919858068.084","922147509046.542","946684531689.238","989232948149.93","1015882649008.63","1032331541143.65","1076515744903.97","1106620964825.52","1150559158176.72","1207140927520.85","1224107626383.4","1265998378382.11","1314246718466.8","1365686712925.4","1433914521468.97","1493648785077.91","1596241677906.67","1612325771055.32","1565110420212.54","1613464422811.13","1664238234087.41","1693565815526.8","1733011038366.28","1782749079722.78","1794500549645.37","1812470578177.46","1869939124117.08","1907592951555.82","1939183470166.97",
"Central Europe and the Baltics","CEB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","799800341969.752","722309696410.585","708016513476.996","719385714235.958","748682772876.232","790091634581.022","825724658294.814","845721660975.387","868489682613.067","885700793786.941","921334564003.95","949175807184.483","982780479843.956","1022996300919.48","1082505559475.91","1136356131607.16","1211209957282.56","1288607723856.12","1339071915407.89","1292952060216.71","1313208486503.89","1355858135448.9","1366360413384.24","1383482175010.7","1425585365785.9","1481574569735.51","1526706042889.01","1599802128465.86","1670457896993.42","1732100692872.57",
"Switzerland","CHE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","306455537779.283","318944957194.348","329152818260.598","339191675072.91","344126601206.732","319063260201.178","314584645678.973","322240541454.433","323558775235.996","331620281375.964","346881371679.776","352436107515.343","347821247685.833","350044101821.64","360575026052.466","373821095507.044","380769056890.889","386806067145.248","399484008394.883","416784838024.3","432100120485.207","428142876015.21","427955636306.538","427416482596.341","432843636341.731","434925036134.013","437273751326.449","447506612490.979","460886576204.162","468697312473.432","487149098187.919","493542558145.876","494345122150.769","494540766907","508270323905.993","524104192471.21","545008791631.694","567418887153.29","579645072553.856","566764738185.407","583782977866.405","593665305713.286","599637721728.342","610743250789.654","625701684954.08","634044597765.278","644967541826.084","656573145729.693","674632542772.841","680898748682.659",
"Channel Islands","CHI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","29375692257.1695","30916527184.3872","32161438540.171","34039711620.9842","34910182119.1023","35241923981.3184","39201792004.9645","40619328747.0318","42078380449.811","43735420036.097","44535326423.2174","48731750485.5682","48234712071.0831","45808868607.7393","46900104265.4055","40844315409.0887","42409708109.933","46839269114.6994","50446409757.0584","54693142233.5659","59061276084.0798","62915243091.1445","55985566287.3175","53176534993.465","55358731548.5091","57578570293.9906","60674968647.9445","64594855902.1142","69339419416.1774","76220235503.4875","78761086957.4583","84907911073.8978","94389329346.47","100608438212.434","105669241836.513","115108987852.776","122939756290.644","132071585918.002","137783126643.784","137215327660.067","144524703666.117","149298423006.472","153937081014.428","160234720403.17","171786906198.963","181652337025.042","193127635486.362","202601172713.024","209752043005.204","206471018816.037","218537551220.071","231892203586.311","244225687257.03","254104626803.761","258593994337.57","264551397536.515","269078108162.799","272276296781.39","283029361451.288","286013743469.517",
"China","CHN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","128046208959.181","93128007770.9595","87931464946.5261","96988405831.8642","114620898006.474","134049140221.432","148325373660.609","139766999594.125","134036552621.75","156742344630.659","186993617138.508","200195366514.754","207822809975.472","223949860032.986","229123101800.848","249102636278.971","245191724882.539","263752738454.116","293626189157.361","315941779533.32","340606379422.538","358223950771.981","390229205390.132","432511376628.793","497990016810.884","564936787938.761","615440492473.828","687378908817.381","764602596565.768","796607851183.919","827732227234.599","904662288793.828","1033270559644.75","1176560139953.54","1330126636882.85","1475765226704.89","1622284695094.42","1772034051564.68","1910919239036.1","2057438707425.63","2232146289974.25","2418305293900.02","2639112188146.36","2903963010766.29","3197589199923.65","3561979300667.95","4015044510537.75","4586441074637.97","5029229367887.27","5501967532430.62","6087164527421.24","6668544381952.81","7192667129598.7","7751437767565.17","8326945098313.59","8913316598060.84","9523765445318.98","10185305249490.5","10872977784497.1","11537160224371",
"Cote d'Ivoire","CIV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4293692787.71337","4720166192.1003","4778082371.17553","5470443510.27802","6433957530.43621","6233883695.15809","6955602833.03454","7275432008.8462","8188371306.95095","8969477959.70621","9900064154.2136","10836277349.5203","11295369786.113","11966224110.1108","12484048201.5998","13514342513.9024","15259908704.123","16376088493.4118","18162630276.8917","18597517651.9705","16559657968.6729","17139328614.9421","17173748217.7218","16503930744.2857","16058116427.9599","16780928086.1183","17327877058.8423","17267407462.1268","17463648778.8497","17978478008.4221","17781450355.7303","17788727444.239","17745223223.5285","17711066312.8812","17854739666.7697","19127022836.5776","20605413057.6559","21376787646.0819","22430808559.6132","22793633043.7705","22322169524.8493","22349262369.584","21976556652.7534","21677777466.0371","21944798441.1677","22322522706.6385","22660896962.3745","23060870129.361","23647271499.8262","24416151588.3181","24908781285.4756","23815969585.7659","26365827346.7508","28709596819.2439","31234340981.9648","33996350011.177","36437018631.0283","39118651002.9393","41776171851.7977","44638814924.6903",
"Cameroon","CMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4955702656.44646","5014362357.87608","5166877150.02242","5360250127.3471","5550386759.45657","5662840576.57885","5924178156.05844","5277727949.97714","5612669657.89624","5887773511.85146","6069827486.41713","6281039747.92014","6448984907.91366","6794371952.99976","7523697657.31469","8369741880.91081","7909812981.10393","8996611122.42026","10976135910.5893","11638558749.5086","11409827124.0318","13358931636.7624","14363016004.5167","15349299977.7307","16496594539.4115","17826741627.4774","19033908508.721","18625317071.3821","17168140809.5283","16855831638.4433","15826665522.8672","15223891239.0833","14751950121.8645","13581815617.1514","13870284612.9295","14351554659.3795","14977438374.7366","15760956210.065","16470560361.0115","17177479602.6837","17787859759.2945","18564848458.4596","19351478900.0053","20235298726.3645","21607445414.0431","22044058919.062","22806269464.9176","23924278801.7318","24758949260.4396","25303315389.845","26169323292.5278","27249927182.3218","28487963590.7911","30027528838.525","31794366449.7198","33591213542.1421","35152694906.3937","36400294743.3276","37879022253.2748","39400704412.1242",
"Congo, Dem. Rep.","COD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15841902487.6515","14122838069.9139","17116978249.6233","18009455806.8573","17569984822.4217","17745218854.0711","18947543549.287","18760770287.1195","19573617893.1876","21399608887.287","21347167738.666","22629069018.2458","22663269577.9722","24507442348.6374","25274668878.1658","24015578136.8559","22740590593.8129","22913599552.0055","21688800856.4925","21782081843.165","22260179572.5865","22783410452.5475","22679135884.3484","22999298082.0939","24273706213.3562","24387270978.7053","25537669679.5156","26220966410.5257","26344304942.836","26010772702.6603","24302304337.4723","22255794773.7375","19918934416.3647","17236043073.1679","16563837944.3293","16679784616.1087","16509121623.1723","15581796568.5625","15328724189.3432","14674166078.8422","13660045126.8279","13373160543.8866","13767369914.346","14535289345.1274","15514731493.4809","16466583721.9743","17342767276.9549","18428333938.383","19575662524.8682","20134560220.3573","21565720044.4634","23048292322.5825","24681701508.4285","26775192727.4219","29310880617.2735","31338076169.6075","32089995419.0273","33285972750.2513","35223589533.321","36767977989.348",
"Congo, Rep.","COG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1484669467.98612","1608650158.01723","1692337106.56673","1624147760.7968","1686138171.91506","1748128497.79562","1771885257.5002","1809383170.10262","1947463102.7153","2094467845.66664","2227643959.22155","2400353994.05582","2607205719.93642","2821809748.91086","3044324143.86429","3279699013.1465","3309750460.75638","3013414336.91726","3205059865.11486","3519579592.70064","4140313960.00143","4869825789.05361","6018992667.31517","6371342261.3935","6815815447.59079","6735002991.88417","6272878981.08006","6284758348.55902","6395763736.89698","6562045696.38639","6627666387.41473","6786423351.02308","6963681203.55515","6895459188.26065","6516686392.08466","6776397483.51025","7067137567.67719","7022981233.53204","7285468863.15272","7097343532.97955","7635036887.40209","7925366945.1605","8288496960.48145","8355904328.59492","8646408340.85168","9317002932.01923","9898010956.53275","9741402375.33751","10284216036.0608","11052338216.7324","12019594809.3986","12430744963.9911","12903109706.5555","13347067679.5382","14251987677.718","14629164518.7813","14219545163.7744","13963450981.2463","14186866196.9602","14059184401.445",
"Colombia","COL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","37566130535.9806","39477952431.3222","41614455638.8033","42982201095.7102","45632888217.0896","47275677391.6047","49751379741.3642","51808531714.1758","54882393036.0841","58231600569.4491","61846500100.8672","65533001715.0305","70558824309.5374","75302462291.4264","79629158931.9351","81479147575.4549","85331782111.9435","88880308926.2097","96408382957.3364","101594304590.791","105746823131.138","108154543728.178","109180303902.341","110898753888.233","114614620401.5","118175818370.859","125058468010.046","131772772303.004","137128246059.364","141809936171.912","147882235273.511","150842257329.052","156943720200.308","165395782905.933","175012988491.801","184117929996.873","187903127136.67","194348756228.123","195456124519.964","187239119250.4","192715604130.737","195949175991.12","200855705080.259","208725777739.193","219857169526.486","230473547021.622","245954152559.711","262527022209.562","271146955707.955","274237078315.943","286563099757.481","306473194388.144","318464374208.536","334814314543.773","349877711003.107","360219751074.43","367738915125.765","372737814033.978","382113379426.082","394807998984.257",
"Comoros","COM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","431970934.082843","448666303.799653","477306096.287711","500318941.402404","520883550.793799","532759491.446912","542709372.527499","551597780.777006","566421305.93148","548407655.440585","576328385.688233","545231797.21211","591745422.533204","609533652.718573","577369884.568191","598214129.2753","590487063.612487","614284599.664135","622162896.671162","634135853.658298","702926141.324143","719324755.195704","736048659.128404","751534178.091509","765961077.645122","787695589.887977","808545541.438264","815014248.180361","847614589.833848","874739215.458185","907978723.547592","945204461.596729","975453583.860941","1019347768.1634","1040754136.92353","1052370416.21205","1087316270.41163","1128805020.31463","1167531658.11954","1199233171.97252",
